id,lang,title,standard_timestamp,event_timestamp_v1,event_timestamp_v2,pseudo_time,pseudo_granularity,pseudo_source_text,is_evaluable_v1,is_evaluable_v2,is_exact_v1,is_exact_v2,is_relaxed_v1,is_relaxed_v2,exact_compare,relaxed_compare
gdelt_07163c46,zh-cn,兰州交通为高质量发展构筑强力支撑 - 新华网,2025-12-28 12:00:00,2025-12-28 12:00:00,2025-12-28 12:00:00,,,,0,0,0,0,0,0,na,na
gdelt_071a0d7d,fr,"Le chef de Brand Finance salue la montée  passionnante  des marques chinoises , qui renforce le soft power ( INTERVIEW ) - Xinhua",2026-01-21 11:15:00,2026-01-21 11:15:00,2026-01-21 11:15:00,,,,0,0,0,0,0,0,na,na
gdelt_074eea43,da,Bayer Leverkusen complete deal to sign USMNT Malik Tillman from PSV Eindhoven,2025-07-12 22:30:00,2025-07-12 22:30:00,2025-07-10 00:00:00,,,,0,0,0,0,0,0,na,na
gdelt_0785be01,en,Pakistan says ceasefire hinges on Afghanistan curbing armed groups,2025-10-21 06:15:00,2025-10-21 06:15:00,2025-10-21 06:15:00,,,,0,0,0,0,0,0,na,na
gdelt_078bd809,zh-cn,甘肃省税务局 ： 护航企业合规发展 - 新华网,2025-06-09 13:00:00,2025-06-09 13:00:00,2025-06-09 13:00:00,,,,0,0,0,0,0,0,na,na
gdelt_0800bd58,ur,سڈنی کے ساحل بونڈائی پر فائرنگ سے 15 افراد ہلاک : حملے میں جان بوجھ کر یہودی کمیونٹی کو نشانہ بنایا گیا ، آسٹریلوی وزیرِاعظم البانیسی,2025-12-15 11:30:00,2025-12-15 11:30:00,2025-12-15 11:30:00,,,,0,0,0,0,0,0,na,na
gdelt_082a1c7e,en,"Amazon cuts 16 , 000 jobs globally to undo pandemic - era hiring amid AI push",2026-01-28 20:00:00,2026-01-28 20:00:00,2026-01-28 20:00:00,,,,0,0,0,0,0,0,na,na
gdelt_085bcadb,zh-cn,瞭望 |  银  青  协力 锄禾深耕 - 新华网,2025-08-12 14:15:00,2025-08-12 14:15:00,2025-08-12 14:15:00,,,,0,0,0,0,0,0,na,na
gdelt_08c05071,vi,Quốc khánh 2 / 9 và di chúc của Hồ Chí Minh - BBC News Tiếng Việt,2025-09-02 11:15:00,2025-09-02 11:15:00,2025-02-09 00:00:00,,,,0,0,0,0,0,0,na,na
gdelt_092a3663,en,North Korea accuses South Korea of another drone incursion,2026-01-10 13:00:00,2026-01-10 13:00:00,2026-01-10 13:00:00,,,,0,0,0,0,0,0,na,na
gdelt_095f7edd,en,Live : Israel continues attacks on Gaza as Palestinians fear return to war | Israel - Palestine conflict News,2025-11-01 17:30:00,2025-11-01 17:30:00,2025-11-01 17:30:00,,,,0,0,0,0,0,0,na,na
gdelt_0989ec77,en,How Lindsey Vonn crash in the Olympic women downhill unfolded,2026-02-09 02:30:00,2026-02-09 02:30:00,2026-02-09 02:30:00,,,,0,0,0,0,0,0,na,na
gdelt_09c50ea1,id,Bagaimana Nasib Myanmar di Tahun Kelima Perang Saudara ? ,2026-02-03 01:45:00,2026-02-03 01:45:00,2026-02-01 00:00:00,,,,0,0,0,0,0,0,na,na
gdelt_0a09d755,es,Sector logístico de China reporta continua expansión en actividades empresariales en septiembre,2025-10-13 20:45:00,2025-10-13 20:45:00,2025-09-01 00:00:00,,,,0,0,0,0,0,0,na,na
gdelt_0a61d4eb,ko,江苏两位副省长工作分工明确 _ 新华网江苏频道,2025-12-15 12:30:00,2025-12-15 12:30:00,2025-12-15 12:30:00,,,,0,0,0,0,0,0,na,na
gdelt_0a758f1e,ru,Опрос : Большинство украинцев против вывода ВСУ из Донбасса – DW – 16 . 12 . 2025,2025-12-16 12:45:00,2025-12-16 12:45:00,2025-12-16 12:45:00,2025-01-01 00:00:00,year,2025,1,1,1,1,1,1,tie,tie
gdelt_0a8abcee,en,"Petro says Colombia cooperating with US  despite insults , threat | Politics News",2026-01-10 07:00:00,2026-01-10 07:00:00,2026-01-10 07:00:00,,,,0,0,0,0,0,0,na,na
gdelt_0b570114,zh-cn,庆阳 ： 数字经济  双轮驱动  正当时 - 新华网,2026-03-26 14:00:00,2026-03-26 14:00:00,2026-03-26 14:00:00,,,,0,0,0,0,0,0,na,na
gdelt_0b9c89e9,es,Entrevista : Académico estadounidense asegura que compromiso climático de China refuerza su credibilidad global,2025-09-28 11:00:00,2025-09-28 11:00:00,2025-09-28 11:00:00,,,,0,0,0,0,0,0,na,na
gdelt_0c25b778,en,US military reported use of Claude raises questions about AI in warfare,2026-03-06 09:45:00,2026-03-06 09:45:00,2026-03-06 09:45:00,,,,0,0,0,0,0,0,na,na
gdelt_0c30f908,tr,Almanyada 535 aşırı sağcı tutuklama kararı ile aranıyor – DW – 16 . 11 . 2025,2025-11-17 00:30:00,2025-11-17 00:30:00,2025-11-17 00:30:00,2025-01-01 00:00:00,year,2025,1,1,1,1,1,1,tie,tie
gdelt_0c46ad88,ru,ГУР Украины опровергло гибель главы РДК Дениса Капустина – DW – 01 . 01 . 2026,2026-01-02 00:15:00,2026-01-02 00:15:00,2026-01-02 00:15:00,2026-01-01 00:00:00,year,2026,1,1,1,1,1,1,tie,tie
gdelt_0c555dc5,sl,Stalno „ pljuvanje po Evropi  ide na živce,2026-02-16 04:30:00,2026-02-16 04:30:00,2026-02-16 00:00:00,,,,0,0,0,0,0,0,na,na
gdelt_0d06f055,fa,محرم و نوای ملی‌گرایی ؛ « ای ایران » چقدر مهم است ؟ ,2025-07-06 22:00:00,2025-07-06 22:00:00,2025-07-06 22:00:00,,,,0,0,0,0,0,0,na,na
gdelt_0d4cd72f,ru,Визит Навроцкого в Берлин : удастся ли преодолеть недоверие ? – DW – 15 . 09 . 2025,2025-09-16 02:30:00,2025-09-16 02:30:00,2025-09-16 02:30:00,2025-01-01 00:00:00,year,2025,1,1,1,1,1,1,tie,tie
gdelt_0dcc5a3c,en,Rohit Sharma breaks ODI sixes record as India beat South Africa in series opener,2025-12-01 02:00:00,2025-12-01 02:00:00,2025-12-01 02:00:00,,,,0,0,0,0,0,0,na,na
gdelt_0ebc107c,en,"Prison officers should be armed , say Conservatives",2025-06-02 01:45:00,2025-06-02 01:45:00,2025-06-02 01:45:00,,,,0,0,0,0,0,0,na,na
gdelt_0ee7060d,en,US Palestinian activist says FBI foiled assassination plot against her,2026-03-28 05:00:00,2026-03-28 05:00:00,2026-03-28 05:00:00,,,,0,0,0,0,0,0,na,na
gdelt_0f1f269b,ur,قتل کے بعد شوہر کو کچن میں دفنا کر خاتون دو ماہ تک وہیں کھانا بناتی رہی,2025-11-09 17:15:00,2025-11-09 17:15:00,2025-11-09 17:15:00,,,,0,0,0,0,0,0,na,na
gdelt_0f6805d6,en,Two men to be charged in Singapore over scam offences after being deported from Thailand and Cambodia,2025-11-13 09:00:00,2025-11-13 09:00:00,2025-11-13 09:00:00,,,,0,0,0,0,0,0,na,na
gdelt_0f72a555,en,Kegworth air disaster medic  still sees wreckage  ,2026-01-08 18:30:00,2026-01-08 18:30:00,2026-01-08 18:30:00,,,,0,0,0,0,0,0,na,na
gdelt_0faaf1f7,en,All town councils receive top ratings in estate management for second year running,2025-06-13 15:45:00,2025-06-13 15:45:00,2025-06-01 00:00:00,,,,0,0,0,0,0,0,na,na
gdelt_0fc3520c,zh-cn,宁波光伏装机容量突破千万千瓦 - 新华网,2025-08-03 10:00:00,2025-08-03 10:00:00,2025-08-03 10:00:00,,,,0,0,0,0,0,0,na,na
gdelt_0fd11a8b,en,Secondary 1 posting results to be released on Dec 19,2025-12-12 12:15:00,2025-12-19 00:00:00,2025-12-12 12:15:00,2019-12-01 00:00:00,day,on Dec 19,1,1,0,0,0,0,tie,tie
gdelt_1011b423,en,"LIVE : Israel accused of  luring , killing 102 Gaza aid seekers in 8 days | Gaza News",2025-06-03 19:00:00,2025-05-26 19:00:00,2025-05-26 19:00:00,,,,0,0,0,0,0,0,na,na
gdelt_10149827,ko,首批柬埔寨榴莲飞入河南 - 新华网河南频道,2025-08-10 09:45:00,2025-08-10 09:45:00,2025-08-10 09:45:00,,,,0,0,0,0,0,0,na,na
gdelt_10314ab1,zh-cn,从  走出去  到  走进去  访厦门国贸控股集团有限公司总经理高少镛 - 新华网,2025-09-07 22:15:00,2025-09-07 22:15:00,2025-09-07 22:15:00,,,,0,0,0,0,0,0,na,na
gdelt_103a0e27,en,"Ex - PM Imran Khan healthy but cut off in Pakistan jail , sister says",2025-12-03 04:30:00,2025-12-03 04:30:00,2025-12-03 04:30:00,,,,0,0,0,0,0,0,na,na
gdelt_107ef744,da,"Yen strengthens after BOJ minutes , markets gauge intervention odds",2025-12-30 16:15:00,2025-12-30 16:15:00,2025-12-01 00:00:00,,,,0,0,0,0,0,0,na,na
gdelt_111078ec,en,Memories of the Maidstone toffee factory that disappeared,2026-02-08 17:15:00,2026-02-08 17:15:00,2026-02-08 17:15:00,,,,0,0,0,0,0,0,na,na
gdelt_112dd778,en,Italian  hero  sniffer dog killed with nail - filled sausages,2025-07-08 01:30:00,2025-07-08 01:30:00,2025-07-08 01:30:00,,,,0,0,0,0,0,0,na,na
gdelt_11baa586,sw,Rais wa Israel ziarani Australia,2026-02-09 14:30:00,2026-02-09 14:30:00,2026-02-09 14:30:00,,,,0,0,0,0,0,0,na,na
gdelt_11e9ae35,fr,Le Yémen enregistre larrivée de 180 migrants clandestins africains sur la côte de Chabwa - Xinhua,2025-12-22 10:15:00,2025-12-22 10:15:00,2025-12-22 10:15:00,,,,0,0,0,0,0,0,na,na
gdelt_11fd9e6f,en,US lauds freeing of American prisoners in Venezuela,2026-01-14 11:30:00,2026-01-14 11:30:00,2026-01-14 11:30:00,,,,0,0,0,0,0,0,na,na
gdelt_12484fec,en,"Twins to hire Derek Shelton as manager , reunite with a familiar face : Source",2025-10-30 08:00:00,2025-10-30 08:00:00,2025-10-30 08:00:00,,,,0,0,0,0,0,0,na,na
gdelt_12570394,en,2025 Women Euros odds : Spain favoured ahead of defending champs England,2025-07-02 13:45:00,2025-07-02 00:00:00,2025-07-02 13:45:00,2025-01-01 00:00:00,year,2025,1,1,1,1,1,1,tie,tie
gdelt_125da654,en,"Penn State tops Clemson in battle of 2025 disappointments , avoids losing season",2025-12-28 05:45:00,2025-12-28 00:00:00,2025-12-01 00:00:00,2025-01-01 00:00:00,year,of 2025,1,1,1,1,1,1,tie,tie
gdelt_12c38b98,fr,Une exposition de photos de presse sur les échanges sino - mexicains souvre à Mexico - Xinhua,2025-07-21 09:00:00,2025-07-21 09:00:00,2025-07-21 09:00:00,,,,0,0,0,0,0,0,na,na
gdelt_12f98dfd,es,Zelensky afirma que se lograron avances en cuestiones militares durante conversaciones de paz de Ginebra,2026-02-19 15:00:00,2026-02-19 15:00:00,2026-02-19 15:00:00,,,,0,0,0,0,0,0,na,na
gdelt_136130e2,en,Dutch vote in knife - edge snap elections seen as litmus test for far right,2025-10-29 16:30:00,2025-10-29 16:30:00,2025-10-29 16:30:00,,,,0,0,0,0,0,0,na,na
gdelt_13675f5f,en,Three people killed and three arrested in Illingworth crash,2026-03-19 17:30:00,2026-03-19 17:30:00,2026-03-19 17:30:00,,,,0,0,0,0,0,0,na,na
gdelt_1391094d,en,Man jailed for failing to report death of girlfriend,2025-11-17 14:15:00,2025-11-17 14:15:00,2025-11-17 14:15:00,,,,0,0,0,0,0,0,na,na
gdelt_13b1dc54,en,Australia bans visitors from Iran amid war in the Middle East,2026-03-26 14:45:00,2026-03-26 14:45:00,2026-03-26 14:45:00,,,,0,0,0,0,0,0,na,na
gdelt_13d2f609,es,Inicia votación en el exterior del referéndum de Ecuador – DW – 16 / 11 / 2025,2025-11-16 10:45:00,2025-11-16 10:45:00,2025-11-16 00:00:00,2025-01-01 00:00:00,year,16 / 11 / 2025,1,1,1,1,1,1,tie,tie
gdelt_14313ad5,uk,ФРН екстрадувала українку за махінації з землею в Україні – DW – 15 . 09 . 2025,2025-09-16 02:30:00,2025-09-16 02:30:00,2025-09-16 02:30:00,2025-01-01 00:00:00,year,2025,1,1,1,1,1,1,tie,tie
gdelt_14e6ae87,uk,"Трамп : Можу дати Україні Tomahawk , якщо Путін не зупиниться – DW – 13 . 10 . 2025",2025-10-13 17:00:00,2025-10-13 17:00:00,2025-10-13 17:00:00,2025-01-01 00:00:00,year,2025,1,1,1,1,1,1,tie,tie
gdelt_1520b99d,zh-cn,新华全媒+｜2025年多地中考释放新信号 - 新华网,2025-07-07 10:30:00,2025-07-07 10:30:00,2025-07-07 10:30:00,,,,0,0,0,0,0,0,na,na
gdelt_153369c7,en,Nepal lifts social media ban after 19 killed in protests : Report,2025-09-09 12:45:00,2025-09-09 12:45:00,2025-09-09 12:45:00,,,,0,0,0,0,0,0,na,na
gdelt_15909ee3,sw,"Mpango wa Trump wenye mambo 28 kumaliza vita Ukraine , utafanya kazi ? ",2025-11-25 21:15:00,2025-11-25 21:15:00,2025-11-25 21:15:00,,,,0,0,0,0,0,0,na,na
gdelt_159fa9d5,en,2026 Midterm Primary Election Calendar,2026-02-26 06:45:00,2026-02-26 00:00:00,2026-02-26 06:45:00,2026-01-01 00:00:00,year,2026,1,1,1,1,1,1,tie,tie
gdelt_16158b0f,en,US Treasury chief hails  big victory  for Japan PM Takaichi in election,2026-02-09 10:30:00,2026-02-09 10:30:00,2026-02-09 10:30:00,,,,0,0,0,0,0,0,na,na
gdelt_1637b7ba,en,Indonesia police allege 3 Singaporeans involved in baby - trafficking ring ; working with SPF to locate them,2025-09-23 15:30:00,2025-09-23 15:30:00,2025-09-23 15:30:00,,,,0,0,0,0,0,0,na,na
gdelt_168f2283,te,వార్తలు - BBC News తెలుగు,2025-11-24 23:15:00,2025-11-24 23:15:00,2025-11-24 23:15:00,,,,0,0,0,0,0,0,na,na
gdelt_1698656d,en,TCS : India AI - driven tech firings could derail middle class dreams,2025-07-29 08:30:00,2025-07-29 08:30:00,2025-07-29 08:30:00,,,,0,0,0,0,0,0,na,na
gdelt_16d55fe2,en,Pope Leo replaces New York Cardinal Dolan in shake - up of US Church,2025-12-19 04:00:00,2025-12-19 04:00:00,2025-12-19 04:00:00,,,,0,0,0,0,0,0,na,na
gdelt_16e88e6d,en,Derry Halloween : Europe biggest Halloween festival to end in style,2025-10-31 15:30:00,2025-10-31 15:30:00,2025-10-31 15:30:00,,,,0,0,0,0,0,0,na,na
gdelt_16fb7d86,en,The female boxer gunning to take Singapore to No . 1 in the global ring,2025-07-24 11:45:00,2025-07-24 11:45:00,2025-07-24 11:45:00,,,,0,0,0,0,0,0,na,na
gdelt_17176a1b,fr,La conférence annuelle 2026 du Forum de Boao pour lAsie tient une séance plénière à Hainan - Xinhua,2026-03-26 17:30:00,2026-03-26 17:30:00,2026-03-26 17:30:00,2026-01-01 00:00:00,year,2026,1,1,1,1,1,1,tie,tie
gdelt_174ed366,es,"Colisión entre autobús y camión deja 20 muertos y numerosos heridos en Telangana , India",2025-11-03 20:30:00,2025-11-03 20:30:00,2025-11-03 20:30:00,,,,0,0,0,0,0,0,na,na
gdelt_17b45d22,en,Trump says US will start talks with China on TikTok deal this week,2025-07-05 17:00:00,2025-07-05 17:00:00,2025-07-05 17:00:00,,,,0,0,0,0,0,0,na,na
gdelt_17b778c2,fr,La Palestine demande la réouverture complète des passages vers Gaza tandis que les parachutages daide conjoints se poursuivent - Xinhua,2025-08-03 10:30:00,2025-08-03 10:30:00,2025-08-03 10:30:00,,,,0,0,0,0,0,0,na,na
gdelt_17e3f657,en,"Deepened ties with Australia , New Zealand will bring tangible benefits to Singaporeans : PM Wong",2025-10-11 16:45:00,2025-10-11 16:45:00,2025-10-11 16:45:00,,,,0,0,0,0,0,0,na,na
gdelt_183b10f0,bg,Румъния : как изчезват едни от последните девствени гори – DW – 10 . 11 . 2025,2025-11-10 22:45:00,2025-11-10 22:45:00,2025-11-10 22:45:00,2025-01-01 00:00:00,year,2025,1,1,1,1,1,1,tie,tie
gdelt_185e2310,es,Belice y EE . UU . firman acuerdo para recibir a migrantes – DW – 21 / 10 / 2025,2025-10-21 13:00:00,2025-10-21 13:00:00,2025-10-01 00:00:00,2025-01-01 00:00:00,year,21 / 10 / 2025,1,1,1,1,1,1,tie,tie
gdelt_1863793e,vi,Tư lệnh Đức :  Nga có thể tấn công NATO trong 4 năm tới  ,2025-06-02 20:15:00,2025-06-02 20:15:00,2025-06-02 20:15:00,,,,0,0,0,0,0,0,na,na
gdelt_18caf4b1,en,"Exercise Forging Sabre : Advanced digital tools , drones to feature in SAF military drill in US",2025-09-10 01:30:00,2025-09-10 01:30:00,2025-09-10 01:30:00,,,,0,0,0,0,0,0,na,na
gdelt_18fe1ec8,en,"Manchester dad trauma after  losing £2 , 000 in house rent scam  ",2025-07-15 14:45:00,2025-07-15 14:45:00,2025-07-15 14:45:00,,,,0,0,0,0,0,0,na,na
gdelt_1916c426,en,Bondi Beach Hanukkah shooting : What we know about the gunmen,2025-12-15 22:30:00,2025-12-15 22:30:00,2025-12-10 00:00:00,,,,0,0,0,0,0,0,na,na
gdelt_19a569ee,zh-cn,贴心举措让外来娃无忧入学 - 新华网,2026-01-05 11:30:00,2026-01-05 11:30:00,2026-01-05 11:30:00,,,,0,0,0,0,0,0,na,na
gdelt_19e9313a,es,"Chongqing produce 1 , 659 millones de unidades en primeros ocho meses del año",2025-09-21 12:30:00,2025-09-21 12:30:00,2025-09-21 12:30:00,,,,0,0,0,0,0,0,na,na
gdelt_1a0798c9,zh-cn,中外科学家汇聚北京共话  基础科学 - 新华网,2025-07-14 00:30:00,2025-07-14 00:30:00,2025-07-14 00:30:00,,,,0,0,0,0,0,0,na,na
gdelt_1a0891c6,es,Puerto terrestre del norte de China gestiona más de 15 . 000 trenes de carga China - Europa en cinco años,2025-11-06 17:30:00,2025-11-06 17:30:00,2025-11-01 00:00:00,,,,0,0,0,0,0,0,na,na
gdelt_1a57748f,en,"Over 5 , 500 told to evacuate flooding in Hawaii as officials warn 120 - year - old dam could fail",2026-03-21 16:15:00,2026-03-21 16:15:00,2026-03-01 00:00:00,,,,0,0,0,0,0,0,na,na
gdelt_1a88abab,en,Air Canada suspends service to Cuba following aviation fuel shortage,2026-02-10 05:30:00,2026-02-10 05:30:00,2026-02-10 05:30:00,,,,0,0,0,0,0,0,na,na
gdelt_1ac187d6,en,Live : 77 Palestinians killed as Israeli attacks on Gaza City intensify | Israel - Palestine conflict News,2025-08-31 06:45:00,2025-08-31 06:45:00,2025-08-31 06:45:00,,,,0,0,0,0,0,0,na,na
gdelt_1af11a53,en,Military leader Randrianirina sworn in as Madagascar new president | Protests News,2025-10-17 18:00:00,2025-10-17 18:00:00,2025-10-17 18:00:00,,,,0,0,0,0,0,0,na,na
gdelt_1b11ee72,en,Inside the Disney Adventure cruise ship in Singapore,2026-03-10 13:45:00,2026-03-10 13:45:00,2026-03-10 13:45:00,,,,0,0,0,0,0,0,na,na
gdelt_1b39d7e8,en,Kyle and Jackie O : Tears and cheers as controversial long - running Australian breakfast radio show implodes,2026-03-06 07:45:00,2026-03-06 07:45:00,2026-03-06 07:45:00,,,,0,0,0,0,0,0,na,na
gdelt_1b541b6a,en,Israel launches new strikes in south Lebanon on ceasefire anniversary,2025-11-28 01:30:00,2025-11-28 01:30:00,2025-11-28 01:30:00,,,,0,0,0,0,0,0,na,na
gdelt_1b9b1df5,en,Gold and Chinese tech seen as key Asia plays amid geopolitical noise : UBS,2026-01-06 17:45:00,2026-01-06 17:45:00,2026-01-06 17:45:00,,,,0,0,0,0,0,0,na,na
gdelt_1c010545,en,LIVE : Israel launches wave of air strikes on Gaza killing 22 including kids | Israel - Palestine conflict News,2025-11-23 04:15:00,2025-11-23 04:15:00,2025-11-23 04:15:00,,,,0,0,0,0,0,0,na,na
gdelt_1c0ae8d2,en,India lodges strong protest with China over detention of Indian woman,2025-11-27 05:00:00,2025-11-27 05:00:00,2025-11-27 05:00:00,,,,0,0,0,0,0,0,na,na
gdelt_1c9913e5,ko,新春走基层｜  菜农  公交 ， 奔向好日子 - 新华网,2026-02-15 11:00:00,2026-02-15 11:00:00,2026-02-15 11:00:00,,,,0,0,0,0,0,0,na,na
gdelt_1c9ac93f,en,Irish and Iraqi artists build bonds through shared musical journey,2026-01-26 15:00:00,2026-01-26 15:00:00,2026-01-26 15:00:00,,,,0,0,0,0,0,0,na,na
gdelt_1cb029d8,es,Petro viaja a Estados Unidos para crucial reunión con Trump,2026-02-02 11:30:00,2026-02-02 11:30:00,2026-02-01 00:00:00,,,,0,0,0,0,0,0,na,na
gdelt_1cb679cb,en,"With monitors and lawsuits , Pakistanis fight for clean air",2026-01-22 02:45:00,2026-01-22 02:45:00,2026-01-22 02:45:00,,,,0,0,0,0,0,0,na,na
gdelt_1cff02ae,en,Man arrested after woman body found in Cardigan,2025-11-17 00:15:00,2025-11-17 00:15:00,2025-11-17 00:15:00,,,,0,0,0,0,0,0,na,na
gdelt_1d186362,de,Vorzeigefabrik und Streitobjekt – DW – 22 . 03 . 2023,2025-09-08 23:15:00,2025-09-08 23:15:00,2025-09-08 23:15:00,2023-01-01 00:00:00,year,2023,1,1,0,0,0,0,tie,tie
